id,area,sheet_no,strat_id,srtm_mean,srtm_stdev,srtm_min,srtm_max,10m_mean,10m_stdev,10m_min,10m_max,slope_mean,slope_stde,slope_min,slope_max
38,61339.98115,163,24,515.164948453608000,8.229542473749070,502.000000000000000,535.000000000000000,507.550519478106000,9.379977425517610,482.632507324218000,530.172607421875000,19.927862322662100,8.714869328990370,1.082043170928950,38.663032531738200
39,96017.75475,163,24,523.812080536912000,7.334179547236180,504.000000000000000,540.000000000000000,518.070355478922000,6.728516548243580,499.361206054687000,536.520019531250000,13.383651799584400,6.560564864904560,0.437082290649414,30.048137664794900
40,32568.57526,163,24,514.698113207547000,7.051254152224230,495.000000000000000,528.000000000000000,507.063163425611000,9.515180928474930,489.037078857421000,527.974670410156000,14.304364883196200,6.719199287330660,0.668556988239288,31.594675064086900
41,52094.46600,163,24,549.481012658227000,5.148087415517960,537.000000000000000,557.000000000000000,532.095938479374000,7.219313146561580,512.172668457031000,543.352905273437000,11.989137242600000,5.544297225211000,0.176327764987946,23.862131118774400
42,25170.95271,163,24,649.717948717948000,4.545771311656900,639.000000000000000,657.000000000000000,651.705993407222000,7.392424841269110,633.579528808593000,666.926208496093000,13.039343921056200,4.459076205931870,2.070276260375970,25.577688217163000
43,38435.70789,163,24,604.583333333333000,8.635762206596980,592.000000000000000,631.000000000000000,603.491379261016000,9.611210262120400,586.001159667968000,636.087890625000000,12.076114485195500,7.839207667098040,0.836582183837891,41.202129364013600
44,22413.01052,163,24,510.909090909090000,3.621180423342940,504.000000000000000,518.000000000000000,514.179927417210000,4.428042724803860,500.841674804687000,526.299621582031000,6.535302527248850,3.614633324638730,1.656412601470940,20.139556884765600
45,43185.38338,164,20,746.109375000000000,7.312483306604870,728.000000000000000,758.000000000000000,733.781466101272000,10.737263733438500,706.657836914062000,752.652832031250000,19.831408544925400,8.315727920094600,2.487996101379390,34.723869323730400
46,138544.83852,164,20,642.119047619047000,19.655609136364600,606.000000000000000,690.000000000000000,634.584887501129000,18.244707466126800,602.785522460937000,679.809082031250000,11.575012950947200,5.895759607020830,0.587433993816376,31.811433792114200
47,47151.16423,164,20,677.027777777777000,9.753877038590890,662.000000000000000,701.000000000000000,670.581226637383000,9.304346621834270,645.914062500000000,688.025207519531000,13.090868072192900,5.627342344641970,0.197804078459740,27.789300918579100
